id,first_name,last_name,email,state,ip_address,customer_id,survey_date,proto_purchasedate,amountspent,annual_income,gender,satisfaction,satisfaction_oe,selfrun,runtrack,selfcycle,cycletrack,community,portal,setup,oneupdate,agerange
513,Stephanie,Edwards,sedwardse8@cnn.com,Florida,32.90.1925,10255,12/10/14,5/30/14,$132.84 ,"$25,000-$49,999",F,9,Easy to use and loved the portal.,3,2,4,3,3,5,8,Comfort,45 years old or older
514,Larry,Dean,ldeane9@blogspot.com,New York,144.208.66.9,10323,12/8/14,11/1/14,$138.32 ,"$25,000-$49,999",M,9,Such a great shoe for runners,4,3,2,1,3,5,9,Price,Under 24 years old
515,Benjamin,Knight,bknightea@flavors.me,Virginia,178.107.35.144,10014,12/7/14,6/9/14,$144.67 ,"$25,000-$49,999",M,2,Didn't accurately track my route,4,3,0,1,0,4,1,Price,24-44 years old
516,Sarah,Shaw,sshaweb@topsy.com,Virginia,184.55.231.48,,11/22/14,7/6/14,$145.77 ,"$25,000-$49,999",F,10,Shoe was comfortable and I think this helped improve my time,3,2,1,0,5,3,9,Style,Under 24 years old
517,Todd,Andrews,tandrewsec@forbes.com,Maryland,48.60.222.217,,12/6/14,11/9/14,$182.20 ,"$125,000 or more",M,3,Not interested in features,5,5,2,1,3,5,2,Performance,Under 24 years old
518,David,Duncan,dduncaned@hud.gov,Texas,118.194.234.81,10247,11/24/14,1/19/14,$183.78 ,"$50,000-$74,999",M,8,Cute shoe!,4,4,0,0,2,3,7,Performance,45 years old or older
519,Arthur,Hicks,ahicksee@ustream.tv,District of Columbia,187.62.0.180,,12/6/14,7/25/14,$139.39 ,"$25,000-$49,999",M,4,Setup was hard to figure out,3,3,3,2,5,5,2,Price,24-44 years old
520,Alan,Carr,acarref@gizmodo.com,Connecticut,17.35.207.39,,12/4/14,9/4/14,$150.47 ,"$25,000-$49,999",M,7,Really nice shoe and helped me train,5,5,0,0,3,4,8,Performance,Under 24 years old
521,Judith,Wood,jwoodeg@macromedia.com,New York,63.80.255.127,10275,11/28/14,9/23/14,$175.89 ,"$100,000-$124,999",F,8,Great shoe for cyclists and runners,4,3,0,0,3,3,9,Comfort,24-44 years old
522,Antonio,Williamson,awilliamsoneh@vistaprint.com,Florida,76.46.169.86,10072,12/10/14,10/16/14,$140.08 ,"$25,000-$49,999",M,10,Shoe was comfortable and I think this helped improve my time,5,4,2,1,4,5,8,Price,Under 24 years old
523,Peter,Gray,pgrayei@hostgator.com,New York,199.173.218.15,,12/7/14,4/26/14,$184.08 ,"$50,000-$74,999",M,7,Shoe was comfortable and I think this helped improve my time,4,4,0,0,2,3,8,Performance,45 years old or older
524,Heather,Smith,hsmithej@amazon.co.uk,Massachusetts,195.49.100.239,10068,12/1/14,5/13/14,$183.33 ,"$50,000-$74,999",F,9,Loved tracking my stride and heart rate.,4,3,0,0,3,3,9,Performance,24-44 years old
525,Linda,Howell,lhowellek@loc.gov,Washington,158.218.35.173,,12/4/14,4/18/14,$188.69 ,"$125,000 or more",F,0,Not stylish enough,1,0,4,0,1,2,0,Style,Under 24 years old
526,Jesse,Snyder,jsnyderel@army.mil,Pennsylvania,0.134.104.71,10216,11/22/14,1/7/14,$149.07 ,"$25,000-$49,999",M,9,Wish the setup was easier but loved tracking my running time. ,2,1,4,3,1,5,8,Comfort,45 years old or older
527,Judy,Harrison,jharrisonem@wsj.com,California,96.135.184.228,,11/22/14,8/14/14,$149.59 ,"$25,000-$49,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,4,3,2,5,7,Price,24-44 years old
528,Willie,Stephens,wstephensen@webnode.com,Texas,22.187.23.122,10384,12/9/14,8/11/14,$141.97 ,"$25,000-$49,999",M,7,Shoe was just okay. Not an improvement over current running shoe,3,3,0,0,5,2,8,Price,24-44 years old
529,Donna,Kelly,dkellyeo@twitter.com,Texas,110.142.21.238,,11/20/14,9/14/14,$140.53 ,"$25,000-$49,999",F,10,Great tool for runners,5,4,2,1,2,5,9,Performance,Under 24 years old
530,Ruby,Dean,rdeanep@meetup.com,Massachusetts,146.140.181.110,10502,11/22/14,7/9/14,$180.48 ,"$100,000-$124,999",F,9,Great tool for runners,4,3,1,0,4,4,9,Performance,Under 24 years old
531,Benjamin,Hunter,bhuntereq@live.com,Massachusetts,49.3.87.204,10079,11/26/14,8/24/14,$161.98 ,"$75,000-$99,999",M,10,Love it!,5,4,5,4,4,5,9,Performance,45 years old or older
532,Robert,Larson,rlarsoner@ning.com,North Carolina,195.216.104.59,,11/20/14,4/5/14,$163.26 ,"$75,000-$99,999",M,9,Wish the setup was easier but loved tracking my running time. ,5,4,4,3,3,5,9,Performance,45 years old or older
533,Victor,Simpson,vsimpsones@sourceforge.net,Arizona,204.88.203.173,10296,12/8/14,6/26/14,$134.70 ,"$25,000-$49,999",M,10,Loved using the portal to track my time against others. The community aspect was great.,4,3,3,2,3,5,9,Price,Under 24 years old
534,Diana,Lee,dleeet@eventbrite.com,California,85.106.36.128,10518,11/29/14,7/18/14,$129.59 ,"$25,000-$49,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,5,4,1,0,3,5,9,Price,Under 24 years old
535,Jimmy,Cunningham,jcunninghameu@moonfruit.com,Oregon,72.196.226.114,,11/27/14,4/17/14,$174.86 ,"$100,000-$124,999",M,10,Loved using the portal to track my time against others. The community aspect was great.,4,3,3,2,4,5,9,Performance,24-44 years old
536,Diana,Perez,dperezev@squidoo.com,Georgia,68.217.31.78,,11/24/14,11/5/14,$182.89 ,"$50,000-$74,999",F,8,Loved tracking my stride and heart rate.,4,3,0,0,4,3,9,Style,24-44 years old
537,Christine,Ferguson,cfergusonew@is.gd,Wisconsin,189.29.37,10190,12/10/14,1/29/14,$136.58 ,"$25,000-$49,999",F,6,Thoughts that the features were nice but setup was hard.,3,2,1,0,4,3,7,Performance,Under 24 years old
538,Russell,Williamson,rwilliamsonex@rediff.com,West Virginia,192.224.20.109,10178,11/26/14,10/4/14,$144.30 ,"$25,000-$49,999",M,7,Great tool for runners,4,4,0,0,5,3,8,Price,24-44 years old
539,Janice,Ray,jrayey@ifeng.com,Connecticut,95.191.175.236,,11/28/14,10/27/14,$165.25 ,"$75,000-$99,999",F,9,Great shoe for cyclists and runners,4,4,4,3,3,5,9,Performance,24-44 years old
540,Dorothy,Stephens,dstephensez@live.com,Delaware,221.165.32.233,10076,11/30/14,5/16/14,$149.68 ,"$25,000-$49,999",F,10,Wish the setup was easier but loved tracking my running time. ,4,3,4,3,2,5,10,Performance,Under 24 years old
541,Doris,Bradley,dbradleyf0@sohu.com,California,33.4.162.83,10149,11/28/14,9/1/14,$153.99 ,"$25,000-$49,999",F,9,Shoe was comfortable and I think this helped improve my time,3,3,2,1,2,4,9,Price,24-44 years old
542,Judith,Thomas,jthomasf1@weibo.com,Missouri,58.130.173.238,,11/24/14,4/21/14,$148.83 ,"$25,000-$49,999",F,10,Fantastic shoe! Helped me improve my running time and track my runs.,3,2,4,3,1,5,9,Price,24-44 years old
543,Alice,Webb,awebbf2@vinaora.com,Mississippi,84.108.92.53,10135,12/5/14,7/5/14,$188.10 ,"$125,000 or more",F,9,Loved tracking my runs against others,3,2,1,0,2,3,8,Style,Under 24 years old
544,Antonio,Watson,awatsonf3@pbs.org,South Carolina,43.16.192.123,10001,11/29/14,8/2/14,$145.42 ,"$25,000-$49,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,2,0,0,2,2,8,Comfort,Under 24 years old
545,Martha,Sanders,msandersf4@paypal.com,Florida,86.2226.161,10339,12/7/14,8/6/14,$161.48 ,"$75,000-$99,999",F,9,Such a big improvement over my other shoe,5,5,4,3,2,5,9,Performance,45 years old or older
546,Gerald,Price,gpricef5@freewebs.com,Florida,242.157.181.207,10365,12/1/14,7/4/14,$131.73 ,"$25,000-$49,999",M,0,Uncomfortable,2,1,0,4,0,3,0,Price,Under 24 years old
547,Linda,Jacobs,ljacobsf6@prnewswire.com,Florida,133.81.108.5,10359,12/9/14,5/21/14,$142.52 ,"$50,000-$74,999",F,9,Easy to use and loved the portal.,4,4,0,0,5,3,9,Performance,24-44 years old
548,Jesse,Long,jlongf7@oakley.com,California,82.128.64.170,,11/21/14,5/29/14,$182.82 ,"$50,000-$74,999",M,8,Great shoe for cyclists and runners,4,4,0,0,5,3,9,Performance,45 years old or older
549,Mary,Franklin,mfranklinf8@live.com,Alabama,113.51.166.109,,11/29/14,8/19/14,$176.84 ,"$100,000-$124,999",F,9,Shoe was comfortable and I think this helped improve my time,3,2,4,3,3,5,9,Style,45 years old or older
550,Melissa,Woods,mwoodsf9@tinyurl.com,California,135.7.10.136,10215,11/28/14,2/10/14,$147.76 ,"$25,000-$49,999",F,9,Great shoe for cyclists and runners,4,3,3,2,4,5,9,Performance,Under 24 years old
551,Patrick,Jordan,pjordanfa@webnode.com,Georgia,154.168.25.18,10129,11/25/14,3/19/14,$167.18 ,"$50,000-$74,999",M,1,Didn't like style,2,1,5,1,3,4,4,Comfort,45 years old or older
552,Margaret,Simpson,msimpsonfb@4shared.com,Texas,215.21.246.187,10290,12/6/14,5/26/14,$183.31 ,"$50,000-$74,999",F,9,Great shoe for cyclists and runners,3,2,2,1,2,4,9,Style,24-44 years old
553,Lois,Ortiz,lortizfc@rakuten.co.jp,Texas,11.164.28.110,10501,11/21/14,3/28/14,$159.86 ,"$25,000-$49,999",F,8,Great shoe for cyclists and runners,3,2,0,0,4,2,9,Style,Under 24 years old
554,Laura,Ferguson,lfergusonfd@hp.com,Missouri,182.90.91.68,,12/3/14,3/17/14,$162.95 ,"$75,000-$99,999",F,8,Comfortable shoe - loved tracking my running route. Easy to use.,3,2,0,0,0,2,9,Comfort,Under 24 years old
555,Raymond,Stephens,rstephensfe@fastcompany.com,California,137.50.45.98,10425,12/10/14,6/25/14,$174.58 ,"$100,000-$124,999",M,9,Such a great shoe for runners,3,3,3,2,2,5,9,Comfort,24-44 years old
556,Carol,Ford,cfordff@globo.com,Tennessee,105.151.246.143,,12/6/14,6/7/14,$159.76 ,"$25,000-$49,999",F,8,Easy to use and loved the portal.,3,2,0,0,4,2,9,Comfort,45 years old or older
557,Antonio,Moreno,amorenofg@facebook.com,Indiana,44.17.11.56,,11/24/14,1/11/14,$152.18 ,"$25,000-$49,999",M,10,Loved using the portal to track my time against others. The community aspect was great.,4,3,4,3,3,5,9,Price,Under 24 years old
558,Willie,Perry,wperryfh@mashable.com,Iowa,5.37.84.68,10456,12/4/14,2/6/14,$153.49 ,"$25,000-$49,999",M,8,Nice quality shoe,3,2,0,0,1,2,9,Comfort,Under 24 years old
559,Victor,Martin,vmartinfi@howstuffworks.com,South Carolina,240.10.255.79,10132,12/9/14,2/5/14,$184.54 ,"$100,000-$124,999",M,8,Easy to use and loved the portal.,3,2,2,1,5,4,8,Style,45 years old or older
560,Deborah,George,dgeorgefj@youtube.com,North Carolina,69.186.201.36,10392,12/1/14,8/13/14,$188.19 ,"$75,000-$99,999",F,9,Great shoe for cyclists and runners,5,4,0,0,3,4,8,Performance,45 years old or older
561,Virginia,Fuller,vfullerfk@tamu.edu,Mississippi,115.161.10.203,,12/2/14,3/15/14,$186.89 ,"$125,000 or more",F,9,Great shoe for cyclists and runners,4,3,2,1,4,5,8,Performance,24-44 years old
562,Billy,Chavez,bchavezfl@hp.com,Missouri,255.97.45.53,10164,12/2/14,4/21/14,$185.82 ,"$100,000-$124,999",M,10,Loved tracking my stride and heart rate.,4,3,1,0,4,4,8,Performance,24-44 years old
563,John,Rodriguez,jrodriguezfm@disqus.com,Mississippi,130.252.155.165,,12/7/14,1/12/14,$149.72 ,"$25,000-$49,999",M,10,Easy to use and loved the portal.,4,3,4,3,3,5,9,Price,Under 24 years old
564,David,Myers,dmyersfn@cornell.edu,Texas,229.181.124.246,10102,12/6/14,5/28/14,$180.45 ,"$100,000-$124,999",M,9,Such a great shoe for runners,3,2,1,0,4,3,9,Comfort,Under 24 years old
565,David,Collins,dcollinsfo@umich.edu,Florida,174.91.235.89,,12/1/14,1/11/14,$153.64 ,"$25,000-$49,999",M,8,Very good quality,3,2,0,0,1,2,10,Comfort,Under 24 years old
566,Dorothy,Lane,dlanefp@technorati.com,Ohio,59.154.211.120,,12/10/14,8/21/14,$141.68 ,"$25,000-$49,999",F,7,Loved the community aspect but didn't like the shoe,3,3,0,0,4,2,8,Price,24-44 years old
567,Terry,Miller,tmillerfq@army.mil,Texas,39.45.200.97,,11/22/14,1/12/14,$174.60 ,"$100,000-$124,999",M,9,Great tool for runners,3,3,3,2,5,5,9,Comfort,24-44 years old
568,Ronald,Harris,rharrisfr@apple.com,Alabama,170.92.201.216,10013,12/8/14,1/21/14,$159.94 ,"$25,000-$49,999",M,7,Shoe was comfortable and I think this helped improve my time,2,1,1,0,1,2,7,Comfort,24-44 years old
569,Kathleen,Snyder,ksnyderfs@cbsnews.com,Georgia,136.58.235.62,10062,11/23/14,8/3/14,$132.28 ,"$25,000-$49,999",F,9,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,3,3,8,Performance,Under 24 years old
570,Linda,Hunter,lhunterft@linkedin.com,North Carolina,210.139.151.24,,12/8/14,6/14/14,$138.32 ,"$25,000-$49,999",F,9,Great tool for runners,3,2,2,1,4,4,9,Price,24-44 years old
571,Virginia,Gordon,vgordonfu@ibm.com,Idaho,129.167.92.77,10278,12/6/14,11/16/14,"$1,622.00 ","$75,000-$99,999",F,8,Such a great shoe for runners,4,3,0,0,2,3,9,Style,45 years old or older
572,Jack,Gomez,jgomezfv@youtube.com,Florida,207.80.149.93,10482,11/27/14,10/29/14,$170.08 ,"$100,000-$124,999",M,9,Loved tracking my stride and heart rate.,4,3,2,1,3,5,9,Performance,Under 24 years old
573,Marie,Murphy,mmurphyfw@delicious.com,Washington,215.198.75.255,,12/8/14,7/9/14,$156.03 ,"$50,000-$74,999",F,8,Great tool for runners,1,0,5,4,4,5,9,Style,24-44 years old
574,Nicole,Williams,nwilliamsfx@senate.gov,Virginia,225.71.219.149,,11/26/14,9/1/14,$135.16 ,"$25,000-$49,999",F,9,Fantastic shoe! Helped me improve my running time and track my runs.,5,5,4,3,2,5,9,Price,Under 24 years old
575,Jane,Hudson,jhudsonfy@craigslist.org,California,1.204.188.247,,12/4/14,7/13/14,$143.19 ,"$25,000-$49,999",F,9,Cute shoe!,3,2,0,0,1,2,8,Price,24-44 years old
576,Ruby,Rivera,rriverafz@weather.com,Arizona,24.151.130.243,,11/28/14,5/20/14,$151.29 ,"$25,000-$49,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,4,3,4,5,10,Style,24-44 years old
577,Nicholas,Shaw,nshawg0@samsung.com,Maryland,117.191.171.57,10395,11/30/14,2/24/14,$149.35 ,"$25,000-$49,999",M,7,Easy to use and loved the portal.,5,4,0,0,3,4,9,Performance,Under 24 years old
578,Marilyn,Hunter,mhunterg1@comsenz.com,West Virginia,169.91.79.59,10485,12/4/14,10/22/14,$164.21 ,"$75,000-$99,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,2,2,1,4,4,7,Comfort,Under 24 years old
579,Russell,Willis,rwillisg2@ask.com,Florida,111.144.51.21,10401,12/10/14,6/4/14,$176.78 ,"$100,000-$124,999",M,10,Great shoe for cyclists and runners,4,3,3,2,2,5,10,Performance,24-44 years old
580,Kimberly,Nguyen,knguyeng3@auda.org.au,Indiana,61.74.8.6,10202,11/28/14,3/9/14,$175.96 ,"$100,000-$124,999",F,8,Loved tracking my stride and heart rate.,4,3,0,0,3,3,9,Style,45 years old or older
581,Janet,Mitchell,jmitchellg4@adobe.com,California,164.185.40.60,,12/9/14,3/30/14,$144.83 ,"$25,000-$49,999",F,5,Need to have more colors and styles,2,1,0,0,3,1,6,Price,Under 24 years old
582,Carlos,Pierce,cpierceg5@ftc.gov,Alaska,84.244.22.216,,11/24/14,10/29/14,$144.65 ,"$25,000-$49,999",M,1,Shoe didn't have good support,2,1,4,1,2,4,1,Price,Under 24 years old
583,Amanda,Williamson,awilliamsong6@accuweather.com,Minnesota,243.193.234.228,10139,11/28/14,6/1/14,$181.57 ,"$125,000 or more",F,9,Loved the portal and the community aspect.,5,4,2,1,5,5,9,Performance,Under 24 years old
584,Martin,Hamilton,mhamiltong7@rambler.ru,Pennsylvania,203.142.241.34,10314,11/26/14,2/5/14,$178.02 ,"$100,000-$124,999",M,8,Loved tracking my stride and heart rate.,1,1,4,3,5,4,7,Comfort,45 years old or older
585,Melissa,Gonzales,mgonzalesg8@hhs.gov,Texas,167.1028.183,,12/9/14,3/7/14,$131.68 ,"$25,000-$49,999",F,0,Shoe was uncomfortable,1,0,0,1,0,1,0,Price,Under 24 years old
586,Linda,Austin,lausting9@pen.io,Georgia,180.195.48.121,,12/4/14,11/16/14,$170.69 ,"$100,000-$124,999",F,8,Comfortable shoe - loved tracking my running route. Easy to use.,3,2,3,2,3,5,7,Comfort,45 years old or older
587,Charles,Harvey,charveyga@unesco.org,Colorado,194.24.35.156,,11/25/14,3/31/14,$179.85 ,"$100,000-$124,999",M,10,Such a great shoe for runners,3,3,3,2,4,5,8,Comfort,24-44 years old
588,Louise,Stone,lstonegb@redcross.org,Florida,216.251.57.14,10236,12/1/14,11/8/14,$133.72 ,"$50,000-$74,999",F,8,Wish the setup was easier but loved tracking my running time. ,3,3,2,1,3,4,9,Price,Under 24 years old
589,George,Bailey,gbaileygc@timesonline.co.uk,California,175.135.28.15,10093,11/20/14,10/3/14,$135.42 ,"$50,000-$74,999",M,8,Loved tracking my stride and heart rate.,4,4,0,0,2,3,9,Price,Under 24 years old
590,Howard,Carpenter,hcarpentergd@cmu.edu,Pennsylvania,17.13.181.102,10399,11/26/14,8/2/14,$164.98 ,"$75,000-$99,999",M,8,Great shoe for cyclists and runners,2,1,2,1,3,3,6,Comfort,45 years old or older
591,Janice,Larson,jlarsonge@google.co.jp,Indiana,84.135.9.45,,12/9/14,8/21/14,$164.83 ,"$75,000-$99,999",F,8,Really liked the shoe but wish it were more comfortable.,3,2,2,1,3,4,9,Comfort,Under 24 years old
592,Karen,Burton,kburtongf@behance.net,Kansas,125.137.229.159,,11/24/14,2/19/14,$182.92 ,"$50,000-$74,999",F,8,Such a great shoe for runners,4,3,0,0,3,3,9,Style,24-44 years old
593,Stephen,Harvey,sharveygg@hubpages.com,New York,129.119.196.77,10010,11/30/14,10/31/14,$130.87 ,"$25,000-$49,999",M,9,Comfortable shoe - loved tracking my running route. Easy to use.,2,2,0,0,3,1,8,Price,24-44 years old
594,Ralph,Barnes,rbarnesgh@wordpress.org,Louisiana,178.165.53.188,,11/26/14,9/25/14,$171.36 ,"$100,000-$124,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,2,1,2,1,2,3,9,Comfort,45 years old or older
595,Lois,Miller,lmillergi@nymag.com,California,199.245.250.161,,11/23/14,9/15/14,$179.61 ,"$100,000-$124,999",F,1,Cost too much,2,1,5,2,4,5,4,Price,Under 24 years old
596,Jeffrey,Morgan,jmorgangj@cdbaby.com,Ohio,123.70.55.30,10337,12/3/14,10/5/14,$166.21 ,"$75,000-$99,999",M,6,Setup took me too long but really liked the shoe.,0,0,4,3,1,3,7,Comfort,45 years old or older
597,Christopher,Adams,cadamsgk@psu.edu,California,147.219.224.160,,11/24/14,10/4/14,$145.98 ,"$25,000-$49,999",M,9,Such a great shoe for runners,3,2,2,1,4,4,8,Comfort,45 years old or older
598,Heather,Woods,hwoodsgl@bandcamp.com,California,79.49.205.118,,11/23/14,6/10/14,$140.09 ,"$25,000-$49,999",F,7,Portal was easy to use - setup was hard,3,3,0,0,4,2,8,Price,24-44 years old
599,Paul,Schmidt,pschmidtgm@illinois.edu,Tennessee,163.235.127.81,,11/21/14,3/21/14,$156.78 ,"$50,000-$74,999",M,9,Fantastic shoe! Helped me improve my running time and track my runs.,4,4,2,1,3,5,9,Price,Under 24 years old
600,Joe,Webb,jwebbgn@ning.com,Utah,253.103.239.113,10150,12/6/14,9/9/14,$161.21 ,"$75,000-$99,999",M,9,Comfortable shoe - loved tracking my running route. Easy to use.,5,5,1,0,4,5,9,Performance,45 years old or older
601,Kathryn,Riley,krileygo@is.gd,Colorado,208.131.102.24,,12/6/14,7/9/14,$139.20 ,"$25,000-$49,999",F,9,Wish the setup was easier but loved tracking my running time. ,3,2,1,0,4,3,9,Price,24-44 years old
602,Matthew,Perry,mperrygp@cbslocal.com,Pennsylvania,53.7.76.143,10435,11/30/14,10/2/14,$166.94 ,"$50,000-$74,999",M,6,Heart rate monitor really helped improve my workout.,0,0,4,3,1,3,7,Comfort,Under 24 years old
603,Juan,Boyd,jboydgq@dagondesign.com,Washington,186.30.64.207,10306,11/26/14,1/14/14,$176.87 ,"$100,000-$124,999",M,9,Great tool for runners,3,2,0,0,3,2,9,Comfort,Under 24 years old
604,Jerry,Chavez,jchavezgr@theatlantic.com,District of Columbia,43.170.219.76,10430,11/25/14,9/24/14,$146.81 ,"$25,000-$49,999",M,4,Customer service didn't help me,3,3,4,3,0,5,3,Price,24-44 years old
605,Lisa,Diaz,ldiazgs@phpbb.com,Florida,161.187.47.224,10272,12/4/14,3/12/14,$137.69 ,"$25,000-$49,999",F,9,Such a big improvement over my other shoe,4,3,2,1,3,5,9,Price,24-44 years old
606,Susan,Banks,sbanksgt@globo.com,Minnesota,105.23.194.118,,11/20/14,7/5/14,$166.20 ,"$75,000-$99,999",F,8,Great shoe for cyclists and runners,4,4,1,0,5,4,10,Style,45 years old or older
607,Ruth,Watson,rwatsongu@blinklist.com,Texas,253.69.14.248,10166,11/20/14,6/13/14,$145.36 ,"$25,000-$49,999",F,8,Great tool for runners,4,4,1,0,3,4,9,Price,24-44 years old
608,Keith,Mills,kmillsgv@tripadvisor.com,Minnesota,156.173.57.113,,11/23/14,8/22/14,$176.78 ,"$100,000-$124,999",M,10,Shoe was comfortable and I think this helped improve my time,4,3,3,2,4,5,9,Performance,24-44 years old
609,Matthew,Sanchez,msanchezgw@ycombinator.com,Alabama,169.141.245.113,,12/3/14,6/29/14,$179.91 ,"$100,000-$124,999",M,10,Great tool for runners,2,2,3,2,2,4,7,Price,Under 24 years old
610,Kathy,Mcdonald,kmcdonaldgx@bloglines.com,Texas,98.175.138.213,,11/24/14,4/18/14,$153.94 ,"$25,000-$49,999",F,9,Great shoe for cyclists and runners,3,3,3,2,4,5,9,Price,24-44 years old
611,Evelyn,Washington,ewashingtongy@fema.gov,Nevada,100.142.130.148,10235,11/26/14,10/26/14,$147.33 ,"$25,000-$49,999",F,8,Helped me stay on track,5,5,2,1,3,5,9,Performance,Under 24 years old
612,Annie,Taylor,ataylorgz@w3.org,Nevada,252.242.169.133,10089,12/1/14,11/1/14,$152.71 ,"$25,000-$49,999",F,9,Easy to use and loved the portal.,3,3,4,3,2,5,9,Comfort,Under 24 years old
613,Julie,Alexander,jalexanderh0@nsw.gov.au,Texas,179.231.60.39,,11/26/14,7/4/14,$159.73 ,"$25,000-$49,999",F,8,Wish the setup was easier but loved tracking my running time. ,2,1,0,0,4,1,9,Price,Under 24 years old
614,Clarence,Reid,creidh1@so-net.ne.jp,Florida,134.39.67.4,10354,11/23/14,4/8/14,$136.29 ,"$25,000-$49,999",M,8,Comfortable shoe - loved tracking my running route. Easy to use.,3,3,2,1,4,4,9,Price,24-44 years old
615,Randy,Wallace,rwallaceh2@comcast.net,Nevada,89.212.144.91,10038,11/24/14,3/17/14,$148.28 ,"$25,000-$49,999",M,5,It was okay - didn't love it,4,3,0,0,3,3,6,Price,24-44 years old
616,Scott,Lopez,slopezh3@scientificamerican.com,Louisiana,207.39.172.114,,12/1/14,7/14/14,$141.30 ,"$25,000-$49,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,3,2,4,5,9,Price,45 years old or older
617,Jennifer,Rose,jroseh4@webnode.com,West Virginia,83.146.2.182,,12/10/14,9/19/14,$169.37 ,"$100,000-$124,999",F,6,Running route wasn't accurately tracked,0,0,4,3,1,3,7,Style,Under 24 years old
618,Kathy,Stanley,kstanleyh5@hatena.ne.jp,Maryland,241.20.127.251,,12/8/14,7/5/14,$177.67 ,"$100,000-$124,999",F,8,Great shoe for cyclists and runners,2,1,0,0,5,1,9,Comfort,45 years old or older
619,Antonio,Medina,amedinah6@furl.net,California,104.49.241.202,10307,11/24/14,7/20/14,$157.83 ,"$50,000-$74,999",M,8,Loved tracking my stride and heart rate.,3,2,2,1,2,4,9,Comfort,45 years old or older
620,Sharon,Simpson,ssimpsonh7@macromedia.com,Arizona,61.240.188.114,10512,11/25/14,9/14/14,$168.37 ,"$100,000-$124,999",F,8,Great shoe for cyclists and runners,4,3,0,0,2,3,9,Style,24-44 years old
621,Patrick,Martinez,pmartinezh8@wordpress.com,California,45.209.107.186,10036,12/4/14,3/26/14,$140.74 ,"$25,000-$49,999",M,9,Great shoe for cyclists and runners,3,2,1,0,4,3,9,Style,Under 24 years old
622,Samuel,Olson,solsonh9@t.co,Florida,169.158.234.252,10198,12/3/14,9/20/14,$179.04 ,"$100,000-$124,999",M,8,Wish the setup was easier but loved tracking my running time. ,2,1,4,3,3,5,9,Comfort,45 years old or older
623,Anthony,Kennedy,akennedyha@ycombinator.com,Minnesota,81.232.59.129,,11/28/14,10/18/14,$183.45 ,"$50,000-$74,999",M,9,Such a great shoe for runners,4,3,0,0,3,3,9,Performance,24-44 years old
624,Christopher,Sanders,csandershb@wix.com,New York,230.176.42.100,10353,11/20/14,5/31/14,$175.49 ,"$100,000-$124,999",M,4,Not comfortable on my foot,2,1,5,4,1,5,8,Comfort,Under 24 years old
625,Todd,Price,tpricehc@cargocollective.com,Texas,195.136.169.128,10005,12/1/14,9/10/14,$143.98 ,"$25,000-$49,999",M,9,Easy to use and loved the portal.,3,2,2,1,3,4,8,Comfort,Under 24 years old
626,Frank,Henderson,fhendersonhd@yolasite.com,Indiana,80.3.231.145,,11/20/14,10/12/14,$135.12 ,"$25,000-$49,999",M,9,Great tool for runners,5,5,4,3,2,5,8,Performance,Under 24 years old
627,Elizabeth,Howard,ehowardhe@github.com,Texas,248.229.242.145,,11/27/14,5/24/14,$140.41 ,"$25,000-$49,999",F,9,Comfortable shoe - loved tracking my running route. Easy to use.,3,2,1,0,4,3,9,Price,24-44 years old
628,Jimmy,Murray,jmurrayhf@is.gd,Wisconsin,144.16.141.184,10474,11/26/14,10/8/14,$176.34 ,"$100,000-$124,999",M,6,Didn't like the style but liked tracking my route.,2,2,0,0,3,1,7,Comfort,45 years old or older
629,Phillip,Ruiz,pruizhg@baidu.com,District of Columbia,22.96.175.93,,11/26/14,4/24/14,$148.96 ,"$25,000-$49,999",M,9,Fantastic shoe! Helped me improve my running time and track my runs.,2,1,4,3,5,5,8,Comfort,45 years old or older
630,Teresa,Foster,tfosterhh@kickstarter.com,North Carolina,157.6.114.127,10422,11/29/14,3/3/14,$156.82 ,"$50,000-$74,999",F,9,Wish the setup was easier but loved tracking my running time. ,4,4,2,1,3,5,9,Performance,24-44 years old
631,Johnny,Garcia,jgarciahi@is.gd,California,148.104.207.48,10400,11/22/14,9/6/14,$147.29 ,"$25,000-$49,999",M,8,Tracking against other people was fun,5,5,2,1,4,5,9,Price,Under 24 years old
632,Gregory,Medina,gmedinahj@alexa.com,Florida,66.11.67.164,,12/5/14,3/9/14,$148.86 ,"$25,000-$49,999",M,0,Too tight,4,3,1,0,1,4,0,Comfort,45 years old or older
633,Kathleen,Mcdonald,kmcdonaldhk@github.com,Texas,228.145.25.230,,11/28/14,10/3/14,$135.65 ,"$25,000-$49,999",F,6,Thought this helped improve my running time.,3,2,1,0,3,3,7,Price,24-44 years old
